race_id,election_date,state_code,office,jurisdiction,endorsed_candidates,non_person_ballot_options,other_candidates,source_reviewed_candidates,unreviewed_candidates,comparison_count,documented_topics,policy_comparison_count,campaign_frame_comparison_count,agenda_comparison_count,unspecified_comparison_count,paired_evidence_types,agreements,differences_and_emphases,study_status,completeness,identity_review_alert,identity_review_notes
race-a79342159e3444bf6767,2020-03-03,TX,US House,District 25,Heidi Sloan,,Julie Oliver,Heidi Sloan | Julie Oliver,,4,campaign_strategy_and_framing | civil_rights | climate_environment | healthcare,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Heidi Sloan / Julie Oliver"", ""analysis"": ""Both expressly support Medicare for All. Sloan's own archived healthcare page supplies her position; the defective repeated survey rows are not used."", ""comparison_id"": ""tx20-sloan-oliver-mfa""}, {""pair"": ""Heidi Sloan / Julie Oliver"", ""analysis"": ""Both support the Equality Act. Sloan's position is verified on her own archived housing page, independently of the problematic publisher compilation."", ""comparison_id"": ""tx20-sloan-oliver-equality""}, {""pair"": ""Heidi Sloan / Julie Oliver"", ""analysis"": ""Both available campaign versions affirm a Green New Deal. Oliver's exact retained issues-page version is post-primary and the comparison remains explicitly timing-qualified."", ""comparison_id"": ""tx20-sloan-oliver-gnd""}]","[{""pair"": ""Heidi Sloan / Julie Oliver"", ""relationship"": ""different_scope"", ""analysis"": ""Sloan pledges to reject corporate and developer money; Oliver states an all-PAC restriction. These stated donor categories differ, but the comparison does not assert that Sloan actually accepted any particular PAC contribution."", ""comparison_id"": ""tx20-sloan-oliver-donors""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a865a800cc51fb1bd037,2024-06-25,NY,State Assembly,District 82,Jonathan Soto,,Michael R. Benedetto,Jonathan Soto | Michael R. Benedetto,,4,campaign_strategy_and_framing | housing | justice_and_public_safety,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Jonathan Soto / Michael R. Benedetto"", ""analysis"": ""Both support removing Vice Squads in their own answers. Benedetto's uncertainty on a separate decriminalization bill does not negate this explicit answer."", ""comparison_id"": ""ny24-soto-benedetto-vice""}]","[{""pair"": ""Jonathan Soto / Michael R. Benedetto"", ""relationship"": ""different_mechanism"", ""analysis"": ""Soto proposes priority access to income-restricted apartments for marginalized groups; Benedetto proposes LGBTQ-specific housing. Allocation preferences and targeted construction can coexist."", ""comparison_id"": ""ny24-soto-benedetto-housing""}, {""pair"": ""Jonathan Soto / Michael R. Benedetto"", ""relationship"": ""different_emphasis"", ""analysis"": ""Soto affirmatively supports the bill; Benedetto says he is open to learning more. The contrast is commitment versus an unresolved position, not a fabricated support/oppose split."", ""comparison_id"": ""ny24-soto-benedetto-sex-work""}, {""pair"": ""Jonathan Soto / Michael R. Benedetto"", ""relationship"": ""different_emphasis"", ""analysis"": ""Soto names a prospective school, tenant and public-renewables agenda; Benedetto foregrounds his governing record and an open-door relationship with constituents."", ""comparison_id"": ""ny24-soto-benedetto-priorities""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a8714bfc41c3a8b6f98f,2026-06-23,NY,State Assembly,District 37,Samantha Kattan,,Melissa Orlando | Pia Rahman,Melissa Orlando | Pia Rahman | Samantha Kattan,,1,healthcare,1,0,0,0,policy_position,[],"[{""pair"": ""Samantha Kattan / Pia Rahman"", ""relationship"": ""different_emphasis"", ""analysis"": ""Kattan explicitly lists universal healthcare, while Rahman prioritizes healthcare access without specifying a coverage mechanism or boundary. No narrower scope is inferred."", ""comparison_id"": ""cmp-hist-a-15-015""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-a945b216b91745281d99,2018-03-06,TX,Department of Education Trustee,"Harris County Precinct 6, Position 1",Danyahel (Danny) Norris,,"John F. Miller | Prince E. Bryant, II",,"Danyahel (Danny) Norris | John F. Miller | Prince E. Bryant, II",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-a9e9e45fbefba85dea2e,2024-06-25,NY,State Assembly,District 50,Emily E. Gallagher,,Anathea C. Simpkins | Andrew Bodiford,Anathea C. Simpkins | Emily E. Gallagher,Andrew Bodiford,4,campaign_strategy_and_framing | housing | justice_and_public_safety | reproductive_rights,3,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Emily E. Gallagher / Anathea C. Simpkins"", ""analysis"": ""Both support funding and practical assistance to remove barriers to abortion access. Gallagher identifies a specific fund; Simpkins describes broader funding and logistical support."", ""comparison_id"": ""ny24-gallagher-simpkins-abortion""}]","[{""pair"": ""Emily E. Gallagher / Anathea C. Simpkins"", ""relationship"": ""different_strategy"", ""analysis"": ""Gallagher proposes large-scale permanent public/community housing and criticizes reliance on temporary private incentives. Simpkins proposes investment and tax incentives with labor and affordability conditions. The answer does not establish that Simpkins endorses every existing subsidy model Gallagher criticizes."", ""comparison_id"": ""ny24-gallagher-simpkins-housing""}, {""pair"": ""Emily E. Gallagher / Anathea C. Simpkins"", ""relationship"": ""different_mechanism"", ""analysis"": ""Gallagher names human-rights-law and corrections-commission bills; Simpkins names review boards, training and community reinvestment. These are potentially complementary accountability mechanisms."", ""comparison_id"": ""ny24-gallagher-simpkins-oversight""}, {""pair"": ""Emily E. Gallagher / Anathea C. Simpkins"", ""relationship"": ""different_emphasis"", ""analysis"": ""Gallagher singles out the social-housing authority as her biggest priority; Simpkins lists housing, education and environment. These self-stated priorities do not establish measured campaign-message frequency."", ""comparison_id"": ""ny24-gallagher-simpkins-priorities""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-aa5003c070b361f1e672,2020-08-04,KS,County Commissioner,Douglas County District 3,Shannon Portillo,,Karen Willey,Karen Willey | Shannon Portillo,,3,campaign_strategy_and_framing | justice_and_public_safety,1,2,0,0,campaign_frame | policy_position,"[{""pair"": ""Shannon Portillo / Karen Willey"", ""analysis"": ""Both support alternatives that could avoid jail expansion. Portillo expressly rejects the current project; Willey frames avoiding expansion as a goal to achieve through near-term depopulation and learning. These nuances are preserved rather than assuming identical commitments."", ""comparison_id"": ""ks20-portillo-willey-jail""}]","[{""pair"": ""Shannon Portillo / Karen Willey"", ""relationship"": ""different_emphasis"", ""analysis"": ""Portillo emphasizes evidence-based justice reform and rehabilitation; Willey emphasizes bridging divisions and collaborative leadership. Neither is represented as rejecting evidence or cooperation."", ""comparison_id"": ""ks20-portillo-willey-method""}, {""pair"": ""Shannon Portillo / Karen Willey"", ""relationship"": ""different_emphasis"", ""analysis"": ""Portillo foregrounds economic justice in recovery; Willey pairs support for vulnerable residents with sensitivity to taxpayers' reduced incomes. Both discuss community needs, not a simple services-versus-cuts divide."", ""comparison_id"": ""ks20-portillo-willey-recovery""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-aa619f073bb1cd24ef4e,2018-03-20,IL,US House,District 4,Carlos Ramirez-Rosa,,Jesus G. Garcia | Richard Gonzalez | Sol A. Flores,Sol A. Flores,Carlos Ramirez-Rosa | Jesus G. Garcia | Richard Gonzalez,0,,0,0,0,0,none,[],[],standalone_reviewed_evidence,not_a_complete_platform_census,,
race-ac20ab59155880ab9c39,2026-05-19,OR,State Representative,District 7,Ky Fireside,,KC Huffman | Kori Rodley,KC Huffman | Kori Rodley | Ky Fireside,,3,campaign_strategy_and_framing | healthcare | tax_budget,2,1,0,0,campaign_frame | policy_position,"[{""pair"": ""Ky Fireside / Kori Rodley"", ""analysis"": ""Both support the goal of universal access to health care. Fireside states statewide universal health care; Rodley states that everyone should have affordable access and frames health care as core infrastructure. The excerpts do not establish common financing, benefit design, or implementation."", ""comparison_id"": ""cmp-hb15-universal-healthcare""}]","[{""pair"": ""Ky Fireside / Kori Rodley"", ""relationship"": ""different_emphasis"", ""analysis"": ""Fireside names very-high-earner revenue; Rodley describes an impact-based approach to taxes and cuts. The less specific Rodley statement does not establish opposition to that revenue source."", ""comparison_id"": ""or26-fireside-rodley-taxes""}, {""pair"": ""Ky Fireside / KC Huffman"", ""relationship"": ""different_emphasis"", ""analysis"": ""Fireside emphasizes sincerity and understanding daily struggles; Huffman emphasizes civil deliberation. These are different presentation emphases, not mutually exclusive virtues or proof of ideological incompatibility."", ""comparison_id"": ""or26-fireside-huffman-strategy""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-ac7dc722977f480b3f38,2021-08-03,AZ,City Council,Tucson Ward 6,Miranda Schubert,,Andrés Portela | Steve Kozachik,,Andrés Portela | Miranda Schubert | Steve Kozachik,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-aed8879df9fbc709db76,2020-03-03,CA,President,California,Bernie Sanders,,"Amy Klobuchar | Andrew Yang | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Sestak | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Mark Stewart Greenstein | Michael A. Ellinger | Michael Bennet | Michael R. Bloomberg | Mosie Boyd | Pete Buttigieg | Roque ""Rocky,"" III De La Fuente | Tom Steyer | Tulsi Gabbard",,"Amy Klobuchar | Andrew Yang | Bernie Sanders | Cory Booker | Deval Patrick | Elizabeth Warren | Joe Sestak | John K. Delaney | Joseph R. Biden | Julián Castro | Marianne Williamson | Mark Stewart Greenstein | Michael A. Ellinger | Michael Bennet | Michael R. Bloomberg | Mosie Boyd | Pete Buttigieg | Roque ""Rocky,"" III De La Fuente | Tom Steyer | Tulsi Gabbard",0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-af740de05cb7f05c11ad,2026-06-09,NV,Assembly District 10,Assembly District 10,Valerie Thomason,,Venise Karris,,Valerie Thomason | Venise Karris,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,possible_duplicate_contest_requires_alias_review,"The NevadaAssembly10 records use Valerie versus Val Thomason and Venise Karris versus Venise L. Karris for the same June9,2026 primary. They are suspected duplicate contexts requiring explicit source-backed name resolution, not evidence of two independent races."
race-b039f5d6691d15051b5d,2021-06-22,NY,Mayor,Buffalo,India B. Walton,,Byron W. Brown | Le'Candice M. Durham,,Byron W. Brown | India B. Walton | Le'Candice M. Durham,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-b09000f66d0e00938b76,2018-09-12,RI,City Council,Providence Ward 13,Rachel Miller,,Cyd McKenna | Leslie Papp II | Raymond Berarducci III,,Cyd McKenna | Leslie Papp II | Rachel Miller | Raymond Berarducci III,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
race-b1a420450d32f5e0bd93,2026-03-17,IL,US House,District 8,Junaid Ahmed,,Dan Tully | Kevin B. Morrison | Melissa L. Bean | Neil Khot | Ryan Vetticad | Sanjyot Dunung | Yasmeen Bankole,Dan Tully | Junaid Ahmed | Kevin B. Morrison | Melissa L. Bean | Neil Khot | Ryan Vetticad | Sanjyot Dunung | Yasmeen Bankole,,6,healthcare,6,0,0,0,policy_position,"[{""pair"": ""Junaid Ahmed / Kevin B. Morrison"", ""analysis"": ""Both candidates explicitly characterize health care as a right. Ahmed's surrounding answer supports Medicare for All; Morrison's questionnaire focuses on Medicaid and HIV-service protections. Morrison's source timing is unverified, so this comparison preserves the statement but is not independently established as pre-primary evidence."", ""comparison_id"": ""cmp-il08-healthcare-right""}, {""pair"": ""Junaid Ahmed / Dan Tully"", ""analysis"": ""Ahmed calls for Medicare for All; Tully proposes consolidating coverage into one public payor with optional private supplements. Both support a public-payer model, without establishing identical eligibility, benefits or financing. Tully's pre-primary source version is unverified."", ""comparison_id"": ""cmp-il08-ahmed-tully-public-insurance""}, {""pair"": ""Junaid Ahmed / Yasmeen Bankole"", ""analysis"": ""Both explicitly describe healthcare as a human right. That shared principle does not establish the same insurance design; Bankole's pre-primary answer version is unverified."", ""comparison_id"": ""cmp-il08-ahmed-bankole-healthcare-right""}]","[{""pair"": ""Junaid Ahmed / Neil Khot"", ""relationship"": ""different_strategy"", ""analysis"": ""Ahmed's answer advances Medicare for All; Khot's pre-primary archived platform pledges to protect ACA subsidies. These are different stated approaches, not evidence that Khot rejects other coverage models."", ""comparison_id"": ""cmp-il08-ahmed-khot-healthcare""}, {""pair"": ""Junaid Ahmed / Sanjyot Dunung"", ""relationship"": ""different_strategy"", ""analysis"": ""Ahmed specifies Medicare for All; Dunung emphasizes expanding ACA subsidies and protecting existing coverage. These are different stated approaches, not proof that Dunung opposes Medicare for All. Her exact pre-primary version is unverified."", ""comparison_id"": ""cmp-il08-ahmed-dunung-healthcare""}, {""pair"": ""Junaid Ahmed / Melissa L. Bean"", ""relationship"": ""different_strategy"", ""analysis"": ""Ahmed calls for Medicare for All while Bean's captured platform emphasizes strengthening the ACA and its subsidies. The excerpts identify priorities, not an explicit vote against the other approach. Bean's pre-primary version is unverified."", ""comparison_id"": ""cmp-il08-ahmed-bean-healthcare""}]",paired_reviewed_evidence,not_a_complete_platform_census,,
race-b2f56d1987a501b29012,2020-06-23,NY,President,New York,Bernie Sanders,,Amy Klobuchar | Andrew Yang | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,,Amy Klobuchar | Andrew Yang | Bernie Sanders | Deval Patrick | Elizabeth Warren | Joseph R. Biden | Michael Bennet | Michael R. Bloomberg | Pete Buttigieg | Tom Steyer | Tulsi Gabbard,0,,0,0,0,0,none,[],[],not_source_reviewed,not_a_complete_platform_census,,
